4.336708612770330817e-01 4.009832330413996559e-01 5.135021833557863458e-01 3.307166087967594592e-01 4.502358399886171036e-01 4.916112600478485251e-02 6.342260031955079813e-02 1.197697575348644072e-01 2.336401384226319822e-01 0.000000000000000000e+00
1.123302255695850238e-01 1.074268581931950711e-01 3.600636447638951299e-01 3.169529096054081729e-01 5.102489670770132824e-01 1.119387017896962822e-01 1.909541779451369992e-01 1.883222967248846247e-01 5.150345045382457299e-01 3.683243239718420603e-01
4.201854259725032459e-01 2.948862867624879036e-01 2.840362218189753096e-01 4.536361521772193373e-02 2.055672785773672018e-01 4.567505586951225438e-01 3.136992982017801079e-01 3.084942507437933856e-01 2.721928573485773439e-01 3.677063636559201876e-01
1.053029529255886283e-02 2.601107700641416831e-01 5.444770723856067196e-01 3.680795983279649408e-01 3.843018759710092880e-01 3.513566342259035191e-01 2.157944125969079308e-01 2.917060024437940768e-01 2.714720788927288408e-01 1.542643861728879850e-01
3.545507881004918982e-01 1.026340312675552563e-01 3.878410874619979132e-01 3.307980350324087881e-01 4.726944265910956178e-01 4.647186811848574850e-01 1.674637650989659401e-02 3.044100809279470798e-01 2.072903160038210846e-01 1.690954109367560076e-01
5.551084152912821867e-01 5.377686316039090308e-02 4.517533000348455258e-02 1.338802688164434374e-01 3.595843780489565988e-01 2.718489118786696634e-01 5.051424413060250362e-01 3.547185976718120193e-02 1.083865875431946485e-01 4.445451747713154989e-01
4.432429355218129308e-01 3.809351762944562236e-01 5.482571579056056549e-02 3.522372963763483744e-01 3.105247954626434437e-01 4.597030600903066755e-02 4.720952423292111844e-01 2.913499637415619681e-01 3.528037074633727510e-01 2.406297295395794233e-02
5.710602051041764327e-01 1.692072491682991286e-01 1.398764868194071198e-01 7.137679442086868054e-02 2.765693307163031300e-01 4.560314570407520418e-01 8.565323123497718683e-02 2.788616218980063399e-01 4.972215912822719464e-01 6.175917016205229038e-02
4.052313617845550997e-01 2.823328239857041400e-01 2.946662374264457651e-01 4.101471213289574202e-01 5.008320221433381070e-01 1.473412496472005229e-01 1.137616131549056830e-01 3.406948843684896033e-01 0.000000000000000000e+00 3.153886494450214850e-01
6.880390647977907559e-02 4.118479916761988990e-01 4.658655512861875625e-01 2.838285156100059936e-01 4.612898658596070178e-01 3.714984414173784777e-01 2.432447230109099912e-01 1.896477768037355405e-01 3.756454243995429459e-02 2.841005356709978558e-01
3.406217752339787408e-01 4.819867722098556406e-01 2.855918292951486470e-01 4.285587711419145962e-01 1.218411737380659249e-01 4.572813305969307129e-01 7.021892158188781929e-02 8.393511332145914272e-02 9.532199572002239552e-02 3.760673800976813141e-01
7.098883454346892330e-02 5.483030582562291588e-01 4.809150074858079549e-01 4.523009457701915315e-02 3.974092180401557206e-01 8.900153895709803087e-02 5.828834438672049478e-02 1.470185217930300714e-01 4.960452452988238781e-01 1.551486804692916999e-01
3.285287602458402123e-01 2.234526495309439170e-02 1.699033030083439005e-02 3.185287717693468523e-01 6.644647589441897706e-01 2.673904474401003414e-02 2.864701288125671153e-01 4.136693736986614689e-01 2.881645979314191933e-02 3.058987199567262949e-01
2.268392877968539167e-01 2.968221303386012200e-01 1.338896366712824804e-01 1.413748624397956344e-01 4.574082994385041956e-01 3.889565329143967465e-01 4.086959767292149825e-01 4.100783419519515860e-01 1.349020195200868744e-01 3.295793291757114774e-01
2.910483962090906207e-01 4.537679185717356511e-01 3.153739391134448566e-01 4.418621317511012836e-01 1.924518303275519482e-01 1.122230705917065113e-01 4.245268712213353668e-01 3.716764321020425421e-01 3.962635203159705494e-02 2.124011188241808346e-01
3.406217752339787408e-01 4.819867722098556406e-01 2.855918292951486470e-01 4.285587711419145962e-01 1.218411737380659249e-01 4.572813305969307129e-01 7.021892158188781929e-02 8.393511332145914272e-02 9.532199572002239552e-02 3.760673800976813141e-01
4.239187631843895354e-01 4.526249217655070045e-01 1.722192042902428721e-01 0.000000000000000000e+00 4.470426579682603152e-01 1.771182485846734822e-01 3.974255850383955346e-01 1.838092564515344043e-02 2.252257823428893690e-01 3.814898281251311585e-01
3.067421583919545114e-01 7.479592995863723615e-02 1.923114216513769625e-01 6.235416478715937599e-02 3.680027772703856059e-01 3.917501833545353196e-01 4.426473019399571607e-01 4.523126665108586630e-01 3.548549947424196049e-01 2.100080775380582521e-01
4.463026751152862626e-01 3.841513817341793979e-01 3.603837366601244652e-01 2.268641307320108658e-01 6.226298059161588724e-03 3.355905659291645304e-01 1.536469517047371058e-01 3.762275530491802078e-01 1.532094980007480123e-01 4.130500746730400574e-01
4.907449586635795336e-01 3.854452910851409175e-01 3.768872257254829994e-01 3.159919690034204143e-01 2.657034922629415985e-01 1.945102454824601257e-01 4.054952624270540679e-02 1.010146564743210629e-01 4.538800579775522648e-01 2.059575063153902541e-01
1.619929932008594975e-01 5.214516551081782580e-01 2.712379781949037505e-01 3.995957067829861709e-01 1.875595582558489127e-01 1.141317927924276610e-01 4.308148263703340253e-01 4.207045519379348231e-01 1.141630315355756653e-01 2.115847003301026541e-01
4.375842299726047102e-01 3.393513840788930230e-02 2.253944045810048757e-01 3.606021817705017396e-01 4.290305694827988292e-01 1.730955325369457065e-01 2.907867576190789616e-01 4.469155861672861607e-01 9.426478860261212900e-02 3.454363241978229970e-01
