3.421085763202023622e-01 2.144012630768759864e-01 2.204894169506146917e-01 3.408669351136860981e-01 3.534210609137443115e-01 4.095318350562000553e-01 3.405987049006632961e-01 1.233964611683101426e-01 8.798721689272741286e-02 4.904990162996152314e-01
1.914233007793086361e-01 6.782213256693674086e-02 4.416790126712921705e-01 1.358138611980104216e-01 3.544684549540020879e-01 4.595109663181392579e-01 1.597345864473776189e-01 3.843534103852898620e-01 3.452673578228386275e-01 3.405599489673413194e-01
4.774532233090652555e-01 1.403358928740221223e-01 2.147889943456469941e-01 1.951211718550175944e-01 2.656921187416456109e-01 4.797445829758878455e-01 2.228498910293521817e-01 3.604570544973481061e-01 3.255382631337714328e-01 2.860489175577509147e-01
4.486342334210626226e-01 2.083093470790363388e-01 2.482422054871891715e-01 2.395452903769937636e-01 2.733961035719785770e-01 4.483229967593723164e-01 1.566300380167479356e-01 3.751503765337391161e-01 3.579324334280022946e-01 2.592355342181879574e-01
5.874347699586591753e-01 1.783400627165923624e-01 1.738928073516519679e-01 1.471824788934745776e-01 3.638550757267802749e-01 3.418261111542074127e-01 1.689931431513904958e-01 3.313894978966069327e-01 3.704765324875832766e-01 2.152850976279309936e-01
4.822922464753836569e-01 1.105921147858025394e-01 2.225194013859400632e-01 3.849878966250096513e-01 3.976446147045132329e-01 2.084818390267527688e-01 2.349611114758872743e-01 4.426939773249164989e-01 3.001776769118697508e-01 1.206473066694936092e-01
2.258332065493470764e-01 2.581730051071288168e-01 2.587196319649649467e-01 3.956469584127340067e-01 4.483040773261442458e-01 2.581024723750048877e-01 1.606879965403053001e-01 1.854842791459789531e-01 4.401340281868463267e-01 3.705904124292795920e-01
3.709126417280945720e-01 1.565259971161147845e-01 3.095862808638953356e-01 2.549489992430012952e-01 2.065280434481135408e-01 2.551171493783980782e-01 2.196955902093765678e-01 6.000080908792768675e-01 3.004112862499690451e-01 2.661190934470470948e-01
2.290329854141829324e-01 2.011606601042836562e-01 2.221842444138904804e-01 2.717349631059747805e-01 2.295784260161251311e-01 3.264325186390997224e-01 3.229441628796214658e-01 4.933066052470053697e-01 2.457436833855539404e-01 4.653749153310129394e-01
4.210332060454468617e-01 5.538443373696831928e-01 5.794754960294213469e-02 2.626292180362742035e-01 4.442119789255619677e-01 3.503802100189239432e-01 0.000000000000000000e+00 3.043630486539129487e-01 8.875382326935134236e-02 1.518248476850802831e-01
1.432082612638286845e-01 3.721589695024885569e-01 3.295803283511182236e-01 5.871358469206301445e-01 2.873745383082648153e-01 4.565509703624385240e-01 1.202762217760329905e-01 1.690920182657986715e-01 2.085229913698935789e-01 1.003701541637761069e-01
2.495796822871782783e-01 4.531977103560433373e-01 3.300987826332186792e-01 2.919377999825796821e-01 3.659479690432606569e-01 1.909121785192735565e-01 3.046781317534777989e-01 3.876834175801504578e-01 1.779025160239589287e-01 3.049377883535216993e-01
3.399469857181783849e-01 1.672258138105651715e-01 1.584434519230892291e-01 2.700454659480066577e-01 2.994903711731379814e-01 5.001030100677547052e-01 3.667556644728310888e-01 3.911787535782709213e-01 1.510509805642890613e-01 3.290870043810527612e-01
3.056761791448314725e-01 2.568310065782928309e-01 2.466270445022061275e-01 3.122489571383623153e-01 2.719393171691181776e-01 5.317930511107551439e-01 3.208387843037198150e-01 2.043267643259351340e-01 2.163720580818411232e-01 3.660832366627168044e-01
5.479430676173187992e-02 5.969507677992196282e-01 2.903846831981777288e-01 1.589378493345602605e-01 1.594340126458961282e-01 5.416799438595339966e-01 2.525167189410079116e-01 2.647961928120504682e-01 1.258039540126888178e-01 2.500362827620554729e-01
1.432082612638286845e-01 3.721589695024885569e-01 3.295803283511182236e-01 5.871358469206301445e-01 2.873745383082648153e-01 4.565509703624385240e-01 1.202762217760329905e-01 1.690920182657986715e-01 2.085229913698935789e-01 1.003701541637761069e-01
3.870200674861227208e-01 2.261734594269054766e-01 3.358275714330494766e-01 3.039462922074180895e-01 2.041834670995856527e-01 4.738324332554699203e-01 2.902066338056383255e-01 2.305340558407844298e-01 2.044702982151921089e-01 3.853771143070480187e-01
3.932770485975836117e-01 1.615403174338143621e-01 3.685867210486057921e-01 1.966117874830741741e-01 4.188789425393835697e-01 4.300227234524219289e-01 1.141366052406641261e-02 2.721446937783830178e-01 2.599138663472237987e-01 3.776217523831256195e-01
4.154636605905558389e-01 3.267597491706777380e-01 3.898067124040373033e-01 2.811838822589580733e-01 2.547907180979680497e-01 1.592567454735764609e-01 2.903439714550354322e-01 2.659683304335991316e-01 3.277209506225806090e-01 3.699777660002659396e-01
4.134730210842592624e-01 2.643489111746289422e-01 3.534452649846520078e-01 3.083433319781463400e-01 2.424747705374740714e-01 1.487523548473451973e-01 2.723846028070088243e-01 2.196964422206103829e-01 3.504046171285459255e-01 4.615148714670283536e-01
4.096245965901357811e-01 2.990218316552569200e-01 3.205803649233242014e-01 3.931726264746657762e-01 3.030445297859120646e-01 2.138243520653907992e-01 1.830231606163194025e-01 2.756472306284828977e-01 3.658222740093136638e-01 3.233813533163462650e-01
2.511467802647893155e-01 1.039622083069758063e-01 2.960412453908509711e-01 4.145987450363539661e-01 2.262926584227125670e-01 3.103098055456830484e-01 2.206715143543185043e-01 4.689753884431361874e-01 1.488174142870078709e-01 4.778112786096340159e-01
