word,tmin,order,logfrqhal,sndpwr,phrases,bin
Alice,0.046,1,8.65,3.6215E-07,2,two
was,0.562721,2,14.56,3.8435E-09,1,one
beginning,0.784543,3,10.69,3.6865E-09,1,one
to,1.256929,4,16.35,3.9697E-09,1,one
get,1.352925,5,13.79,3.7747E-09,1,one
very,1.616327,6,13.28,4.0727E-09,1,one
tired,2.310749,7,9.86,3.6641E-09,2,two
of,2.799918,8,16.21,3.6231E-09,1,one
sitting,2.938712,9,10.08,3.9892E-09,1,one
by,3.30449,10,14.4,3.8321E-09,1,one
her,3.484082,11,13.3,4.2513E-09,1,one
sister,3.654596,12,9.75,3.8266E-09,2,two
on,4.106667,13,15.08,3.9676E-09,1,one
the,4.274286,14,16.96,3.9583E-09,1,one
bank,4.398799,15,12.88,3.9305E-09,8,three+
and,4.785961,16,16.19,3.8435E-09,1,one
of,4.908844,17,16.21,3.4868E-09,1,one
having,5.034329,18,12.03,3.6273E-09,1,one
nothing,5.435647,19,11.99,4.3142E-09,2,two
to,5.890613,20,16.35,3.7434E-09,1,one
do,6.051306,21,14.12,3.7962E-09,15,three+
once,7.147755,22,12.15,4.112E-09,1,one
or,7.380186,23,14.78,3.7316E-09,1,one
twice,7.4995,24,10.74,3.6962E-09,2,two
she,7.957925,25,13.1,3.9655E-09,2,two
peeped,8.261225,27,6.48,3.8228E-09,1,one
into,8.560545,28,13.24,4.0132E-09,1,one
the,8.776055,29,16.96,3.4724E-09,1,one
book,8.88381,30,12.16,3.963E-09,3,three+
her,9.231021,31,13.3,4.1766E-09,1,one
sister,9.31483,32,9.75,3.751E-09,2,two
was,9.709932,33,14.56,3.8532E-09,1,one
reading,9.961361,34,11.54,3.86E-09,1,one
but,10.811429,35,14.57,4.1365E-09,1,one
it,10.926947,36,15.37,4.0183E-09,2,two
had,11.014966,37,13.53,4.2754E-09,1,one
no,11.29034,38,13.96,3.7688E-09,1,one
pictures,11.422041,39,10.46,3.7696E-09,1,one
or,11.928449,40,14.78,3.6358E-09,1,one
conversations,12.033452,41,8.44,4.0744E-09,2,two
in,12.882923,42,15.9,3.9617E-09,1,one
it,13.013482,43,15.37,3.8718E-09,11,three+
and,13.777672,44,16.19,3.7422E-09,1,one
what,13.943927,45,14.1,3.5615E-09,2,two
’s,14.110704,46,15.68,3.9385E-09,1,one
the,14.226852,47,16.96,4.2914E-09,1,one
use,14.407012,48,13.43,4.0179E-09,2,two
of,14.726531,49,16.21,3.6337E-09,1,one
a,14.822313,50,16.18,3.9452E-09,1,one
book,15.034115,51,12.16,3.8397E-09,2,two
thought,15.430794,52,12.07,3.6886E-09,1,one
Alice,15.847213,53,8.65,3.5197E-09,5,three+
without,16.232225,54,12.45,3.6083E-09,1,one
pictures,16.567652,55,10.46,3.5104E-09,1,one
or,17.109154,56,14.78,3.8346E-09,1,one
conversation,17.266659,57,8.44,3.8435E-09,11,three+
So,19.526536,58,14.05,3.7008E-09,1,one
she,19.721958,59,13.1,3.7768E-09,2,two
was,19.926131,60,14.56,1.4583E-08,1,one
considering,20.17415,61,10.29,0.012323,1,one
in,20.928436,62,15.9,0.00017013,1,one
her,21.024218,63,13.3,0.012918,1,one
own,21.269652,64,12.56,0.0017603,1,one
mind,21.50313,65,11.78,0.0060602,7,three+
as,22.165075,66,14.79,0.014015,1,one
well,22.413062,67,13.22,0.0015584,1,one
as,22.641249,68,14.79,0.006255,2,two
she,22.736327,69,13.1,0.0058643,2,two
could,22.927891,70,13.21,0.000052977,1,one
for,23.382857,71,15.42,0.015868,1,one
the,23.51412,72,16.96,0.0081857,1,one
hot,23.598368,73,10.85,0.020678,1,one
day,23.897687,74,12.38,0.001269,5,three+
made,24.161089,75,12.51,0.0035437,1,one
her,24.364626,76,13.3,0.0016983,2,two
feel,24.483259,77,12,0.0082253,1,one
very,24.735783,78,13.28,0.000013203,1,one
sleepy,25.059048,79,7.09,0.0010982,1,one
and,25.541189,80,16.19,0.005671,1,one
stupid,25.680794,81,10.72,0.000011881,2,two
whether,26.878912,82,11.63,9.0654E-07,1,one
the,27.142313,83,16.96,3.0229E-06,1,one
pleasure,27.314162,84,9.73,0.0026486,2,two
of,27.776871,85,16.21,0.009104,1,one
making,27.884626,86,11.69,0.0035731,1,one
a,28.255783,87,16.18,2.8136E-06,1,one
daisy,28.376346,88,7.19,0.0081461,1,one
chain,28.818504,89,10.06,0.0010658,6,three+
would,29.297415,90,14.06,0.0018934,1,one
be,29.477007,91,14.95,0.0060536,1,one
worth,29.608708,92,11.31,0.000066212,10,three+
the,29.872109,93,16.96,0.0017416,1,one
trouble,29.95905,94,10.81,0.0006692,2,two
of,30.36463,95,16.21,0.00055254,1,one
getting,30.458776,96,11.99,1.0228E-06,1,one
up,30.840804,97,13.74,0.00011781,3,three+
and,31.021497,98,16.19,0.00049451,1,one
picking,31.177122,99,9.07,0.0034241,1,one
the,31.512381,100,16.96,0.000057993,1,one
daisies,31.586956,101,5.7,0.013625,6,three+
when,32.833264,102,13.76,0.00074419,2,two
suddenly,33.035638,103,9.96,0.0009193,2,two
a,34.074558,104,16.18,0.0038981,1,one
White,34.190765,105,11.92,0.0026644,1,one
Rabbit,34.565443,106,8.66,0.017017,2,two
with,34.972517,107,14.97,0.000083752,1,one
pink,35.140136,108,9.48,0.01633,1,one
eyes,35.511293,109,10.97,3.8635E-07,4,three+
ran,35.945261,110,10.34,0.00010213,1,one
close,36.157823,111,11.35,0.00072237,2,two
by,36.564898,112,14.4,0.00011419,1,one
her,36.768436,113,0,0.014636,11,three+
There,38.468572,114,14.09,4.3376E-07,2,two
was,38.632328,115,14.56,2.4958E-07,1,one
nothing,38.80381,116,11.99,2.8556E-07,2,two
so,39.174966,117,14.05,5.0908E-07,1,one
very,39.468477,118,13.28,6.6792E-07,1,one
remarkable,40.04898,119,8.36,0.017236,2,two
in,40.773225,120,14.5,0.017309,1,one
that,40.934966,121,15.48,0.0099405,6,three+
nor,41.820953,122,10.91,0.00037428,1,one
did,42.042964,123,12.85,8.2457E-07,1,one
Alice,42.204082,124,8.65,0.00012926,2,two
think,42.611157,125,13.39,0.0085044,1,one
it,42.802721,126,15.37,0.00051335,2,two
so,42.900757,127,14.05,0.0038045,1,one
very,43.133433,128,13.28,0.015229,2,two
much,43.473198,129,13.09,0.0077607,1,one
out,43.784524,130,13.9,0.013603,2,two
of,43.954431,131,16.21,0.00065942,1,one
the,44.059864,132,16.96,0.018301,1,one
way,44.155647,133,13.1,0.0081513,1,one
to,44.466939,134,16.35,0.0016697,1,one
hear,44.632655,135,11.41,0.0097849,1,one
the,44.802177,136,16.96,0.0069482,1,one
Rabbit,44.909932,137,8.66,0.0084911,2,two
say,45.258174,138,12.79,0.0082525,1,one
to,45.496599,139,16.35,0.0053049,1,one
itself,45.689575,140,11.24,0.0010399,15,three+
Oh,46.805793,141,11.64,2.2835E-06,2,two
dear,46.935658,142,10.29,0.017203,5,three+
Oh,47.651701,143,11.64,0.016817,2,two
dear,47.771429,144,10.29,0.018238,4,three+
I,48.307503,145,15.79,0.023727,2,two
shall,48.372361,146,11,0.0013869,1,one
be,48.573606,147,14.95,0.012924,1,one
late,48.718395,149,10.92,0.0027085,6,three+
when,50.06082,150,13.76,0.00065468,2,two
she,50.180945,151,13.1,0.012053,2,two
thought,50.361373,152,12.07,0.021723,1,one
it,50.602707,153,15.37,0.016463,2,two
over,50.724997,154,13.02,0.018549,2,two
afterwards,51.051973,155,8.92,0.0021969,5,three+
it,51.722449,156,15.37,0.019087,2,two
occurred,51.818232,157,9.388,0.016224,1,one
to,52.213334,158,16.35,0.000094983,1,one
her,52.333062,159,13.3,1.1057E-06,3,three+
that,52.553259,160,15.48,6.8221E-07,1,one
she,52.92836,161,13.1,0.018372,2,two
ought,53.150214,162,9.63,0.0097558,1,one
to,53.386667,163,16.35,0.015999,1,one
have,53.557126,164,14.92,0.0018126,1,one
wondered,53.793742,165,9.12,4.6876E-07,1,one
at,54.12898,166,14.5,0.007633,1,one
this,54.368436,167,14.99,0.01382,12,three+
but,54.691701,168,14.57,0.012424,1,one
at,54.823402,169,14.5,0.0065832,1,one
the,55.050885,170,16.96,0.0057508,1,one
time,55.146667,171,13.58,2.2591E-06,3,three+
it,55.626219,172,15.37,0.0078443,2,two
all,55.734441,173,14.35,0.0030614,2,two
seemed,55.885951,174,10.54,0.00021283,1,one
quite,56.195464,175,11.95,0.000083472,1,one
natural,56.439728,176,10.72,0.00048272,6,three+
but,0.479839572,177,14.57,4.1601E-09,1,one
when,0.592424402,178,13.76,4.2813E-09,2,two
the,0.810806402,179,16.96,3.6109E-09,1,one
Rabbit,0.912952402,180,8.66,4.0829E-09,2,two
actually,1.415810402,181,12.19,3.8481E-09,2,two
took,1.918667402,182,11.38,4.2653E-09,1,one
a,2.385605402,183,16.18,3.3935E-09,1,one
watch,2.557777402,184,10.95,3.8617E-09,2,two
out,3.211728402,185,13.9,3.8785E-09,2,two
of,3.431803402,186,16.21,4.0098E-09,1,one
its,3.595218402,187,12.87,3.925E-09,1,one
waistcoat,3.790771402,188,4.078,3.7962E-09,1,one
pocket,4.384907402,189,9.28,3.9583E-09,4,three+
and,5.637331402,190,16.19,3.8752E-09,1,one
looked,5.747717402,191,11.07,3.8811E-09,1,one
at,6.073224402,192,14.5,3.8123E-09,1,one
it,6.286257402,193,15.37,3.9875E-09,4,three+
and,6.887374402,194,16.19,3.9119E-09,1,one
then,6.992943402,195,13.47,4.0187E-09,2,two
hurried,7.150775402,196,6.41,3.7396E-09,1,one
on,7.541223402,197,15.08,3.6531E-09,6,three+
Alice,8.467782402,198,8.65,3.6725E-09,2,two
started,8.946694402,199,11.5,3.9317E-09,1,one
to,9.365741402,200,16.35,3.6957E-09,1,one
her,9.557306402,201,13.3,3.6176E-09,1,one
feet,9.696188402,202,10.6,3.7021E-09,3,three+
for,10.1080544,203,15.42,3.6096E-09,1,one
it,10.3256874,204,15.37,3.9199E-09,2,two
flashed,10.4425664,205,6.98,4.0765E-09,1,one
across,10.8503674,206,11.04,4.1897E-09,1,one
her,11.3053334,207,13.3,3.5104E-09,1,one
mind,11.3771704,208,11.78,3.9664E-09,3,three+
that,12.1913204,209,15.48,4.0727E-09,1,one
she,12.3150514,210,13.1,3.7388E-09,2,two
’d,12.4278374,211,13.53,3.7646E-09,1,one
never,12.5354954,212,12.62,3.4661E-09,2,two
before,12.9096874,213,12.75,3.7713E-09,2,two
seen,13.3209554,214,11.99,4.1508E-09,1,one
a,13.7505944,215,16.18,3.8486E-09,1,one
rabbit,13.8315924,216,8.66,3.952E-09,2,two
with,14.2027484,217,14.97,4.2986E-09,1,one
either,14.3713834,218,12.17,3.5564E-09,1,one
a,14.7563734,219,16.18,3.8726E-09,1,one
waistcoat,14.8570194,220,4.078,3.6932E-09,1,one
pocket,15.2922724,221,9.28,3.7684E-09,2,two
or,15.8430204,222,14.78,3.4369E-09,1,one
a,16.1249724,223,16.18,3.6349E-09,1,one
watch,16.1782584,224,10.95,3.5201E-09,4,three+
to,16.5853334,225,16.35,3.8123E-09,1,one
take,16.7050614,226,12.71,3.7152E-09,1,one
out,16.9804354,227,13.9,3.9769E-09,2,two
of,17.1816424,228,16.21,4.0314E-09,1,one
it,17.3169194,229,15.37,3.7675E-09,16,three+
and,18.0100954,230,16.19,3.93E-09,1,one
burning,18.2734974,231,9.2,3.6628E-09,1,one
with,18.6566264,232,14.97,3.8532E-09,1,one
curiosity,18.8172454,233,8.44,3.8072E-09,5,three+
she,20.0813884,234,13.1,0.000013485,2,two
ran,20.2968984,235,10.34,0.013633,1,one
across,20.5483274,236,11.04,0.0010092,1,one
the,20.9434294,237,16.96,0.0015001,1,one
field,21.0392114,238,11.29,0.0051709,3,three+
after,21.4103674,239,12.93,0.00026576,1,one
it,21.8665724,240,15.37,0.00016924,6,three+
and,22.4041094,241,16.19,0.00012202,1,one
fortunately,22.5977474,242,8.927,0.0069663,2,two
was,23.5894154,243,14.56,0.0086673,1,one
just,23.8647894,244,13.84,0.0094276,2,two
in,24.2479184,245,15.9,0.0030227,1,one
time,24.3796194,246,13.58,0.0062487,3,three+
to,24.6888614,247,16.35,0.002517,1,one
see,24.7866944,248,13.27,0.000027044,1,one
it,24.9782584,249,15.37,0.0025089,2,two
pop,25.1339054,250,10.04,0.001036,1,one
down,25.4691434,251,12.59,0.0017896,2,two
a,25.6916714,252,16.18,0.00007395,1,one
large,25.7988114,253,11.81,0.00056377,1,one
rabbit,26.1875104,254,8.66,0.0076346,1,one
hole,26.5227484,255,10.16,1.3146E-06,2,two
under,26.8220684,256,12.43,2.7121E-07,1,one
the,27.1009914,257,16.96,4.8925E-07,1,one
hedge,27.2092134,258,6.68,3.4645E-06,12,three+
In,28.6539054,259,15.9,0.0071053,1,one
another,28.8555384,260,12.56,0.0005125,1,one
moment,29.2764904,261,10.68,0.000078658,3,three+
down,29.8392114,262,12.59,0.002936,2,two
went,30.1744494,263,11.66,0.0051931,1,one
Alice,30.3537254,264,8.65,0.0014751,2,two
after,30.7611164,265,12.93,2.8572E-07,3,three+
it,31.1847124,266,15.37,0.0028263,2,two
never,31.7069664,267,12.62,0.000052523,1,one
once,31.9823404,268,12.15,0.0014084,2,two
considering,32.3775904,269,10.29,0.0019528,1,one
how,33.1915924,270,13.52,0.000237,2,two
in,33.4658944,271,15.9,1.0768E-06,1,one
the,33.5866944,272,16.96,6.9803E-07,1,one
world,33.6705034,273,12.6,1.3144E-06,3,three+
she,34.0775784,274,13.1,0.014709,2,two
was,34.2451974,275,14.56,0.0027114,1,one
to,34.4726804,276,16.35,0.0059143,1,one
get,34.5684634,277,13.79,0.021268,1,one
out,34.7251894,278,13.9,0.0019262,2,two
again,34.9359684,279,12.43,0.0038667,12,three+
The,36.4990384,280,16.96,0.01093,1,one
rabbit,36.5866974,281,8.66,0.0013607,1,one
hole,36.9630204,282,10.16,0.0005993,2,two
went,37.1545854,283,11.66,0.0013902,1,one
straight,37.3092894,284,10.66,0.000031187,1,one
on,37.6848174,285,15.08,0.0012281,1,one
like,37.8729524,286,13.87,0.0073876,1,one
a,38.0506054,287,16.18,0.0016081,1,one
tunnel,38.1270404,288,8.92,0.0016912,2,two
for,38.5314564,289,15.42,4.4581E-07,1,one
some,38.7110484,290,13.86,1.5536E-07,1,one
way,39.0103674,291,13.1,4.179E-07,6,three+
and,39.6090074,292,16.19,0.00026253,1,one
then,39.7885994,293,13.47,0.0047297,2,two
dipped,40.0041094,294,6.79,0.014125,1,one
suddenly,40.2555374,295,9.96,0.00014843,2,two
down,40.8422044,296,12.59,0.016401,6,three+
so,41.4528164,297,14.05,0.014058,1,one
suddenly,41.7985404,298,9.96,0.0012168,2,two
that,42.7219324,299,15.48,0.0063021,1,one
Alice,42.8468034,300,8.65,0.00061253,2,two
had,43.2607074,301,13.53,0.015707,1,one
not,43.4437824,302,14.77,0.000012924,1,one
a,43.6191014,303,16.18,0.0069789,1,one
moment,43.6677824,304,10.68,0.0030938,1,one
to,44.2065584,305,16.35,0.010055,1,one
think,44.2903674,306,13.39,0.0095879,1,one
about,44.5548144,307,14.08,0.00014451,1,one
stopping,44.8416004,308,8.88,0.00084285,1,one
herself,45.3433954,309,9.88,0.0094307,2,two
before,45.8588034,310,12.75,0.000063777,1,one
she,46.1940414,311,13.1,0.0012011,2,two
found,46.4215244,312,12.21,6.5962E-07,1,one
herself,46.6729524,313,9.88,5.6424E-06,2,two
falling,47.1039734,314,9.5,0.0039779,1,one
down,47.4631564,315,12.59,0.0012635,2,two
a,47.6700554,320,16.18,0.0010576,1,one
very,47.7624764,321,13.28,0.017534,1,one
deep,48.1934974,322,10.66,0.0015884,2,two
well,48.5287354,323,13.22,0.010318,17,three+
Either,50.2168984,324,12.17,0.015348,2,two
the,50.5641094,325,16.96,0.00035284,1,one
well,50.6958104,326,13.22,0.011229,2,two
was,50.9951294,327,14.56,0.00015194,1,one
very,51.1747214,328,13.28,0.00098233,1,one
deep,51.5339054,329,10.66,0.0021282,1,one
or,52.1325444,330,14.78,0.001793,1,one
she,52.1874444,331,13.1,0.00064553,2,two
fell,52.4438374,332,9.73,6.9672E-07,1,one
very,52.6592904,333,13.28,2.3697E-06,1,one
slowly,52.9445924,334,10.09,0.015133,2,two
for,54.0841094,335,15.42,4.9544E-07,1,one
she,54.2320244,336,13.1,0.022243,2,two
had,54.3954014,337,13.53,0.020147,1,one
plenty,54.5989394,338,10.03,0.000013516,2,two
of,55.1504224,339,16.21,0.000083953,1,one
time,55.3053334,340,13.58,0.000052566,10,three+
as,55.6284084,341,14.79,0.0093939,1,one
she,55.7602994,342,13.1,0.0030281,2,two
went,55.9398914,343,11.66,0.00022773,1,one
down,56.1793474,344,12.59,0.0016891,2,two
to,56.8617964,345,16.35,0.00086606,1,one
look,56.9934974,346,12.44,0.0017635,1,one
about,57.2449254,347,14.08,3.4027E-07,1,one
her,57.6156304,348,13.3,1.2992E-07,5,three+
and,57.8794834,349,16.19,6.6348E-07,1,one
to,58.0111844,350,16.35,3.5081E-07,1,one
wonder,58.1660754,351,10.86,3.9632E-07,1,one
what,58.5156304,352,14.1,2.9627E-06,2,two
was,58.6816604,353,14.56,0.019253,1,one
going,58.8612524,354,12.63,0.016235,1,one
to,59.1485994,355,16.35,0.013708,1,one
happen,59.2511584,356,11.1,0.0011269,1,one
next,59.6873744,357,12.14,0.016721,20,three+
First,0.478723402,358,13.16,4.3146E-09,2,two
she,0.986269787,359,13.1,3.99E-09,2,two
tried,1.201780787,360,11.69,3.7038E-09,1,one
to,1.501099787,361,16.35,3.9186E-09,1,one
look,1.604642787,362,12.44,3.8587E-09,1,one
down,1.836337787,363,12.59,3.9322E-09,3,three+
and,2.183548787,364,16.19,3.5332E-09,1,one
make,2.315249787,365,13.16,3.732E-09,1,one
out,2.602596787,366,13.9,4.1859E-09,2,two
what,2.842052787,367,14.1,3.9642E-09,2,two
she,2.961780787,368,13.1,4.1002E-09,2,two
was,3.143827787,369,14.56,3.7249E-09,1,one
coming,3.332936787,370,11.2,3.8836E-09,1,one
to,3.716065787,371,16.35,3.9465E-09,12,three+
but,4.506269787,372,14.57,3.5336E-09,1,one
it,4.611587787,373,15.37,4.1179E-09,2,two
was,4.721780787,374,14.56,3.5982E-09,1,one
too,4.889399787,375,12.87,3.5433E-09,1,one
dark,5.057018787,376,11.17,3.8338E-09,1,one
to,5.308446787,377,16.35,4.0364E-09,1,one
see,5.446654787,378,13.27,3.7662E-09,1,one
anything,5.695563787,379,12.28,4.3146E-09,10,three+
then,7.200147787,380,13.47,3.7498E-09,2,two
she,7.403684787,381,13.1,3.6827E-09,2,two
looked,7.667086787,382,11.07,3.3094E-09,1,one
at,7.913297787,383,14.5,3.849E-09,1,one
the,8.026269787,384,16.96,3.9495E-09,1,one
sides,8.110079787,385,10.03,3.9009E-09,2,two
of,8.487551787,386,16.21,3.689E-09,1,one
the,8.565045787,387,16.96,3.9604E-09,1,one
well,8.667198787,388,13.22,3.8861E-09,6,three+
and,9.522868787,389,16.19,4.2289E-09,1,one
noticed,9.679748787,390,10.53,3.7658E-09,1,one
that,10.07361679,391,15.48,3.9887E-09,1,one
they,10.20531779,392,14.3,4.2674E-09,2,two
were,10.33701879,393,13.41,3.9305E-09,1,one
filled,10.46871879,394,9.85,3.955E-09,1,one
with,10.80395679,395,14.97,3.6358E-09,1,one
cupboards,10.97157679,396,4.96,4.0086E-09,1,one
and,11.55766779,397,16.19,3.8486E-09,1,one
bookshelves,11.76178079,398,5.43,4.1601E-09,3,three+
here,14.07252879,399,13.08,3.6957E-09,1,one
and,14.32043479,400,16.19,4.1264E-09,1,one
there,14.47960379,401,14.09,4.047E-09,10,three+
she,14.75497779,402,13.1,3.6843E-09,2,two
saw,15.00640579,403,11.37,3.6632E-09,1,one
maps,15.24713779,404,9.36,3.7384E-09,1,one
and,15.78066979,405,16.19,4.1403E-09,1,one
pictures,15.90436579,406,10.46,3.4027E-09,2,two
hung,16.37130379,407,9.05,3.9773E-09,1,one
up,16.54214579,408,13.74,4.1863E-09,1,one
on,16.72362579,409,15.08,3.6725E-09,,FALSE
pegs,16.91007979,410,6.36,4.2319E-09,9,three+
She,18.27497779,411,13.1,3.4277E-09,2,two
took,18.45456979,412,11.38,3.7895E-09,1,one
down,18.69402479,413,12.59,4.2011E-09,1,one
a,18.96623079,414,16.18,4.1513E-09,1,one
jar,19.05320879,415,7.99,3.5775E-09,3,three+
from,19.47225679,416,14.45,4.0035E-09,1,one
one,19.63987579,417,14.17,3.754E-09,2,two
of,19.80749479,418,16.21,3.8507E-09,1,one
the,19.89130379,419,16.96,4.0647E-09,1,one
shelves,19.98708679,420,8.02,3.6886E-09,5,three+
as,20.45402479,421,14.79,0.0048712,1,one
she,20.52586179,422,13.1,0.0016884,2,two
passed,20.72939979,423,10.32,0.0046744,7,three+
it,21.66327679,424,15.37,0.00008836,2,two
was,21.80789779,425,14.56,0.00078336,1,one
labelled,22.00702479,426,7.84,0.013553,1,one
orange,22.57196479,427,9.51,0.0049817,1,one
marmalade,23.11249479,428,5.46,0.00077979,5,three+
but,24.33320879,429,14.57,0.0019241,1,one
to,24.46490979,430,16.35,0.00064713,1,one
her,24.54871879,431,13.3,0.008397,1,one
great,24.69239279,432,12.47,0.0029862,1,one
disappointment,25.04467379,433,7.72,0.00024316,3,three+
it,25.78191679,434,15.37,0.000068635,2,two
was,25.90463179,435,14.56,0.0012292,1,one
empty,26.10518179,436,9.87,0.0011824,6,three+
she,27.24259679,437,13.1,0.0005479,2,two
did,27.42218879,438,12.85,0.00043383,1,one
not,27.57783479,439,14.77,0.00015878,1,one
like,27.76956379,440,13.87,0.013993,1,one
to,27.93701879,441,16.35,0.0085925,1,one
drop,28.03280079,442,10.76,0.00011125,1,one
the,28.35606579,443,16.96,0.000034738,1,one
jar,28.45184879,444,7.99,0.0082082,2,two
for,28.70327679,445,15.42,0.0046493,1,one
fear,28.87089579,446,10.45,0.00055099,2,two
of,29.17021579,447,16.21,0.0040297,1,one
killing,29.24205279,448,10.06,0.00010007,1,one
somebody,29.61320879,449,10.42,0.0005745,11,three+
so,30.41538579,451,14.05,0.00095075,1,one
she,30.57975079,452,13.1,4.6153E-07,2,two
managed,30.75062379,453,10.01,2.7095E-07,1,one
to,31.20558979,454,16.35,0.0030462,1,one
put,31.28939979,455,12.32,0.00024222,1,one
it,31.48191579,456,15.37,0.015208,2,two
into,31.60636979,457,13.24,0.00038294,1,one
one,31.94790279,458,14.17,0.0038158,2,two
of,32.11244379,459,16.21,0.000061631,1,one
the,32.21130379,460,16.96,0.0032575,1,one
cupboards,32.30183079,461,4.96,0.0033788,6,three+
as,32.80994379,462,14.79,0.00073385,1,one
she,32.89375279,463,13.1,0.0016835,2,two
fell,33.09729079,464,9.73,0.0009721,1,one
past,33.31280079,465,11.4,7.6471E-06,1,one
it,33.74353779,466,15.37,5.8254E-07,13,three+
Well,35.74327679,467,13.22,2.6653E-06,2,two
thought,36.53985379,468,12.07,0.011199,2,two
Alice,36.69745379,469,8.65,0.000010845,1,one
to,37.12014779,470,16.35,0.0049814,1,one
herself,37.25262979,471,9.88,0.0066883,3,three+
after,37.91008579,472,12.93,0.0045501,1,one
such,38.25314779,473,12.82,0.00027327,1,one
a,38.52478379,474,16.18,1.8519E-07,2,two
fall,38.58082779,475,10.74,5.2555E-07,1,one
as,38.85445579,476,14.79,3.4896E-07,1,one
this,39.05973979,477,14.99,4.6856E-07,1,one
I,39.34469879,478,15.79,1.1204E-06,2,two
shall,39.40695079,479,11,3.2925E-06,1,one
think,39.61048779,480,13.39,0.00008206,1,one
nothing,39.88586179,481,11.99,0.0021367,2,two
of,40.47252879,482,16.21,0.003501,1,one
tumbling,40.55633779,483,6.31,0.011276,1,one
down,41.02327679,484,12.59,0.0091591,2,two
stairs,41.27470579,485,8.63,0.010431,16,three+
How,42.67552179,486,13.52,0.010418,1,one
brave,43.00499679,487,8.62,0.0013785,3,three+
they,43.52558979,488,14.3,0.0031125,2,two
ll,43.66323679,489,14.35,0.0078137,1,one
all,43.76783279,490,14.35,0.00014115,1,one
think,43.95661079,491,13.39,0.0026991,1,one
me,44.25592979,492,14.08,0.0042142,2,two
at,44.37565779,493,14.5,0.014602,1,one
home,44.51420779,494,12.16,0.0043352,7,three+
Why,45.42502979,495,12.8,0.0039353,2,two
I,45.72658979,496,15.79,0.0029195,2,two
would,45.81239279,497,14.06,0.0015144,1,one
nt,46.00234879,498,14.77,0.0046551,1,one
say,46.11171279,499,12.79,0.00048088,1,one
anything,46.32722279,500,12.28,0.000031971,2,two
about,46.81303279,501,14.08,7.0276E-06,1,one
it,47.10374579,502,15.37,0.0028388,3,three+
even,47.24876179,503,13.1,0.0012821,1,one
if,47.52689079,504,14.65,0.015838,1,one
I,47.68014779,505,15.79,0.0010475,2,two
fell,47.82382079,506,9.73,0.026726,1,one
off,48.07625279,507,12.65,0.017065,2,two
the,48.25484179,508,16.96,0.005761,1,one
top,48.36628679,509,11.67,0.023969,2,two
of,48.66191679,510,16.21,0.013894,1,one
the,48.74572579,511,16.96,0.0015072,1,one
house,48.86911379,512,11.55,0.0015688,2,two
Which,50.01484179,513,13.8,0.0098326,2,two
was,50.24312279,514,14.56,0.014386,1,one
very,50.42191679,515,13.28,0.021373,1,one
likely,50.68426379,516,11.18,0.016459,1,one
true,51.08674579,517,0,0.0020305,2,two
Down,52.75661079,518,12.59,2.0491E-06,1,one
down,53.76232479,519,12.59,0.0013283,2,two
down,54.89973979,520,12.59,0.0068535,19,three+
Would,55.98926379,521,14.06,0.00007792,1,one
the,56.08979379,522,16.96,0.0046525,1,one
fall,56.15689079,523,10.74,0.0022852,2,two
never,56.43225679,524,12.62,0.0048001,2,two
come,57.00927379,525,12.35,0.0017674,1,one
to,57.28232479,526,16.35,3.1751E-07,1,one
an,57.45149679,527,14.27,2.324E-07,1,one
end,57.59651379,528,12.33,1.577E-07,6,three+
I,58.81484179,529,15.79,0.0095794,2,two
wonder,58.99095979,530,10.86,0.016832,1,one
how,59.42545379,531,13.52,0.015379,1,one
many,59.71888679,532,13.07,0.021055,2,two
miles,59.94028379,533,10.48,0.014889,2,two
I,60.45575679,534,15.79,0.0014991,2,two
ve,60.56654879,535,14.92,0.00006166,1,one
fallen,60.64667879,536,9.87,0.0052772,1,one
by,61.05375279,537,14.4,0.0058902,1,one
this,61.26926379,538,14.99,0.0011037,1,one
time,61.59139379,539,13.58,4.5541E-06,9,three+
she,62.07143979,540,13.1,0.016164,2,two
said,62.26300479,541,12.77,0.013857,1,one
aloud,62.53837879,542,7.15,0.0034539,5,three+
must,0.398385787,544,12.63,4.245E-09,1,one
be,0.689427631,545,14.95,3.857E-09,1,one
getting,0.840937631,546,11.99,3.9596E-09,1,one
somewhere,1.126349631,547,10.71,3.6459E-09,2,two
near,1.542891631,548,11.27,3.8595E-09,1,one
the,1.772879631,549,16.96,3.9486E-09,1,one
center,1.844716631,550,11.38,3.9621E-09,2,two
of,2.251791631,551,16.21,3.7282E-09,1,one
the,2.347573631,552,16.96,3.3799E-09,1,one
earth,2.485197631,553,11.03,3.6062E-09,10,three+
Let,3.125805631,554,13.87,3.6181E-09,1,one
me,3.353288631,555,14.08,4.3041E-09,2,two
see,3.473015631,556,13.27,3.9997E-09,1,one
that,3.808254631,557,15.48,3.6653E-09,1,one
would,3.990834631,558,14.06,3.3943E-09,1,one
be,4.155464631,559,14.95,4.3054E-09,1,one
four,4.632185631,560,11.35,3.5184E-09,1,one
thousand,5.077369631,561,9.7,3.518E-09,2,two
miles,5.460498631,562,10.48,4.5029E-09,2,two
down,5.903492631,563,12.59,3.7738E-09,10,three+
I,6.262675631,564,15.79,3.8992E-09,2,two
think,6.346485631,565,13.39,3.7295E-09,4,three+
for,7.172607631,566,15.42,4.1196E-09,1,one
