word,tmin,order,logfrqhal,sndpwr,phrases,bin
she,20.931776,1725,13.1,0.0014096,2,two
was,21.123341,1726,14.56,0.0041519,1,one
going,21.302932,1727,12.63,0.0028997,1,one
to,21.566334,1728,16.35,0.0038075,1,one
shrink,21.638171,1729,8.32,0.00011206,1,one
any,21.978912,1730,13.95,0.013788,1,one
further,22.200892,1731,11.33,0.014159,15,three+
she,23.18266,1732,13.1,0.0050246,2,two
felt,23.370085,1733,10.82,0.0063046,1,one
a,23.69749,1734,16.18,0.0036201,1,one
little,23.761846,1735,12.57,0.0010536,2,two
nervous,24.068647,1736,8.81,0.0046966,2,two
about,24.487694,1737,14.08,0.0033619,1,one
this,24.787014,1738,14.99,7.2568E-06,3,three+
for,25.876538,1739,15.42,0.0011408,1,one
it,26.066158,1740,15.37,0.0012378,2,two
might,26.126762,1741,12.53,0.0006261,1,one
end,26.511096,1742,12.33,1.1569E-06,7,three+
you,26.894225,1743,15.43,7.0703E-07,2,two
know,27.063155,1744,13.59,5.372E-07,2,two
said,27.528783,1745,12.77,0.0011389,1,one
Alice,27.755772,1746,8.65,0.010327,2,two
to,28.127422,1747,16.35,0.000080325,1,one
herself,28.24715,1748,9.88,3.3509E-06,4,three+
in,29.169055,1749,15.9,0.00052091,1,one
my,29.291711,1750,14.39,0.0020661,2,two
going,29.444429,1751,12.63,0.00036447,1,one
out,29.8826,1752,13.9,0.0059012,1,one
altogether,30.043068,1753,8.6,0.0021845,2,two
like,30.641708,1754,13.87,4.9675E-07,1,one
a,30.917082,1755,16.18,0.0096802,1,one
candle,30.976946,1756,7.91,0.0059096,9,three+
I,32.341844,1757,15.79,0.00018603,2,two
wonder,32.473545,1758,10.86,0.00037097,1,one
what,32.844701,1759,14.1,0.0023486,2,two
I,33.000347,1760,15.79,0.0015844,2,two
should,33.09613,1761,13.3,0.00094781,1,one
be,33.347558,1762,14.95,1.0225E-06,1,one
like,33.479259,1763,13.87,1.5021E-06,1,one
then,33.802524,1764,13.47,0.000012314,9,three+
And,35.200401,1765,16.19,0.015482,1,one
she,35.299123,1766,13.1,0.00061622,2,two
tried,35.442796,1767,11.69,0.000032544,1,one
to,35.658307,1768,16.35,7.7022E-07,1,one
fancy,35.813953,1769,8.9,0.00036057,3,three+
what,36.292864,1770,14.1,0.0088571,2,two
the,36.484429,1771,16.96,0.010968,1,one
flame,36.568239,1772,10.45,0.0019283,2,two
of,36.915449,1773,16.21,0.00016206,1,one
a,37.035177,1774,16.18,0.019129,1,one
candle,37.095041,1775,7.91,0.00327,4,three+
is,37.564513,1776,11.17,0.0017114,1,one
like,37.753545,1777,13.87,0.00038424,2,two
after,38.136674,1778,12.93,0.00092521,1,one
the,38.447966,1779,16.96,2.5379E-07,1,one
candle,38.579667,1780,7.91,5.0714E-07,2,two
is,39.027666,1781,15.68,4.5938E-07,1,one
blown,39.202252,1782,8.66,4.4966E-07,1,one
out,39.464076,1783,13.9,9.6163E-07,2,two
for,40.207966,1784,15.42,0.00010848,1,one
she,40.327694,1785,13.1,0.016377,2,two
could,40.495313,1786,13.21,0.0023926,1,one
not,40.67832,1787,14.77,0.01946,1,one
remember,40.926334,1788,11.87,0.010138,1,one
having,41.357354,1789,12.07,0.013846,1,one
ever,41.776402,1790,12.03,0.0013106,2,two
seen,42.11164,1791,11.99,9.9346E-07,1,one
such,42.446878,1792,12.82,0.00016672,1,one
a,42.681776,1793,16.18,0.0074547,1,one
thing,42.758171,1794,12.4,0.00065108,20,three+
After,43.835722,1795,12.93,0.012171,1,one
a,44.265333,1796,16.18,0.0079266,1,one
while,44.362524,1797,12.56,0.010207,2,two
finding,44.841436,1798,10.39,0.003631,1,one
that,45.236538,1799,15.48,0.00049475,1,one
nothing,45.404157,1800,11.99,0.0025808,1,one
more,45.775313,1801,13.89,0.0015766,2,two
happened,45.974426,1802,10.95,0.004443,7,three+
she,46.816946,1803,13.1,4.7254E-06,2,two
decided,46.996538,1804,10.81,0.02558,1,one
on,47.534175,1805,15.08,0.020908,1,one
going,47.738851,1806,12.63,0.017093,1,one
into,48.055802,1807,13.24,0.016848,1,one
the,48.313545,1808,16.96,0.01808,1,one
garden,48.433273,1809,9.33,0.00024766,2,two
at,48.799561,1810,14.5,0.0043078,1,one
once,48.948103,1811,12.15,0.00021651,12,three+
but,50.145381,1812,14.57,0.0095675,1,one
alas,50.268403,1813,8.38,0.0065706,1,one
for,50.755994,1814,15.42,0.020353,1,one
poor,50.839803,1815,10.89,0.014022,1,one
Alice,51.132009,1816,8.65,0.0018753,6,three+
when,51.606062,1817,13.76,0.0051952,2,two
she,51.737762,1818,13.1,0.025467,2,two
got,51.905381,1819,12.61,0.0018562,1,one
to,52.204701,1820,16.35,0.000078697,1,one
the,52.324429,1821,16.96,8.9655E-06,1,one
door,52.468103,1822,10.89,4.5732E-07,6,three+
she,53.330143,1823,13.1,0.00016143,2,two
found,53.535131,1824,12.21,0.0038041,1,one
she,53.868919,1825,13.1,3.4099E-07,2,two
d,54.037468,1826,13.53,3.8698E-07,1,one
forgotten,54.104375,1827,9.31,3.3477E-06,1,one
the,54.599259,1828,16.96,0.00016793,1,one
little,54.697428,1829,12.57,0.011521,1,one
golden,55.030279,1830,9.77,0.0012131,1,one
key,55.413409,1831,11.47,0.0084518,9,three+
and,56.347286,1832,16.19,0.0050284,1,one
when,56.497428,1833,13.76,0.00051323,2,two
she,56.646606,1834,13.1,0.0012611,2,two
went,56.802252,1835,11.66,0.0022461,1,one
back,56.993817,1836,12.88,0.0017885,2,two
to,57.245245,1837,16.35,3.2989E-07,1,one
the,57.353,1838,16.96,6.6981E-07,1,one
table,57.460756,1839,10.93,4.5465E-07,2,two
for,57.843885,1840,15.42,4.5578E-07,1,one
it,58.204357,1841,15.37,3.0903E-07,8,three+
she,58.670007,1842,13.1,0.018287,2,two
found,58.874526,1843,12.21,0.01666,1,one
she,59.124973,1844,13.1,0.01556,2,two
could,59.244701,1845,13.21,0.0011661,1,one
not,59.448239,1846,14.77,0.012785,1,one
possibly,59.855313,1847,10.6,0.010183,2,two
reach,60.430007,1848,10.44,0.0017674,1,one
it,60.784961,1849,15.37,0.0032051,9,three+
she,0.27448538,1850,13.1,3.2351E-07,2,two
could,0.489783265,1851,13.21,3.6725E-09,1,one
see,0.701863265,1852,13.27,3.9098E-09,1,one
it,1.064477265,1853,15.37,3.5362E-09,2,two
quite,1.279987265,1854,11.95,3.8633E-09,1,one
plainly,1.615225265,1855,7.48,3.9541E-09,2,two
through,2.130055265,1856,12.63,3.3048E-09,1,one
the,2.369511265,1857,16.96,3.6932E-09,1,one
glass,2.453320265,1858,9.94,3.5438E-09,8,three+
and,3.578762265,1859,16.19,3.8384E-09,1,one
she,3.695823265,1860,13.1,3.5062E-09,2,two
tried,3.866109265,1861,11.69,3.7886E-09,1,one
her,4.201347265,1862,13.3,4.0829E-09,1,one
best,4.333048265,1863,12.51,4.1846E-09,2,two
to,4.895769265,1864,16.35,3.7016E-09,1,one
climb,4.979579265,1865,8.72,4.0803E-09,1,one
up,5.303189265,1866,13.74,3.5526E-09,2,two
one,5.494409265,1867,14.17,3.7371E-09,2,two
of,5.650055265,1868,16.21,4.3742E-09,1,one
the,5.733864265,1869,16.96,3.6434E-09,1,one
legs,5.865565265,1870,10.18,3.8169E-09,2,two
of,6.188830265,1871,16.21,3.7523E-09,1,one
the,6.272640265,1872,16.96,3.8857E-09,1,one
table,6.356450265,1873,10.93,3.7983E-09,12,three+
but,7.278354265,1874,14.57,3.2512E-09,1,one
it,7.393222265,1875,15.37,3.9127E-09,2,two
was,7.505837265,1876,14.56,3.8954E-09,1,one
too,7.685429265,1877,12.87,3.7996E-09,1,one
slippery,7.875889265,1878,7.8,3.5733E-09,6,three+
and,9.194001265,1879,16.19,3.5699E-09,1,one
when,9.325252265,1880,13.76,3.6856E-09,2,two
she,9.469375265,1881,13.1,4.1922E-09,2,two
had,9.660939265,1882,13.53,4.0727E-09,1,one
tired,9.828558265,1883,9.86,3.4952E-09,1,one
herself,10.29549727,1884,9.88,3.9507E-09,2,two
out,10.74864127,1885,13.9,3.5877E-09,1,one
with,10.94202827,1886,14.97,4.009E-09,1,one
trying,11.12162027,1887,11.98,3.9275E-09,8,three+
the,12.16325227,1888,16.96,3.9723E-09,1,one
poor,12.25903527,1889,10.89,3.6003E-09,1,one
little,12.56379227,1890,12.57,3.8984E-09,1,one
thing,12.84733227,1891,12.4,4.0094E-09,2,two
sat,13.14502127,1892,10.41,3.6113E-09,1,one
down,13.46828627,1893,12.59,3.7396E-09,3,three+
and,13.72765427,1894,16.19,4.0461E-09,1,one
cried,13.87483527,1895,8.29,3.9685E-09,5,three+
Come,16.28696427,1896,12.35,3.8684E-09,3,three+
there,16.54529327,1897,14.09,3.8608E-09,2,two
s,16.65188127,1898,15.68,3.7586E-09,1,one
no,17.00025927,1899,13.96,3.6848E-09,1,one
use,17.33454727,1900,13.43,4.0605E-09,2,two
crying,17.69468127,1902,8.84,3.8405E-09,1,one
like,18.20817227,1903,13.87,3.426E-09,1,one
that,18.42677927,1904,15.48,3.7067E-09,8,three+
said,19.08352427,1905,12.77,3.6801E-09,1,one
Alice,19.30694727,1906,8.65,3.4281E-09,2,two
to,19.76597327,1907,16.35,3.7798E-09,1,one
herself,19.90000027,1908,9.88,3.659E-09,3,three+
rather,20.38855827,1909,11.89,0.0059708,1,one
sharply,20.66404327,1910,7.62,0.0056421,6,three+
I,21.80822127,1911,15.79,0.00029872,2,two
advise,21.95540227,1912,9.11,0.014115,1,one
you,22.55711327,1913,15.43,0.0073743,2,two
to,22.68048627,1914,16.35,0.0064716,1,one
leave,22.80385827,1915,11.25,0.0012783,1,one
off,23.05060327,1916,12.65,0.00077542,2,two
this,23.38175627,1917,14.99,0.0068073,1,one
minute,23.77055327,1918,10.3,0.000522,8,three+
She,25.46502127,1919,13.1,0.0019157,2,two
generally,25.67877427,1920,10.82,0.000020332,2,two
gave,26.12352427,1921,10.86,0.0041551,1,one
herself,26.38692627,1922,9.88,0.0011038,2,two
very,26.79400127,1923,13.28,3.2715E-07,1,one
good,27.15318427,1924,13.35,2.4126E-06,2,two
advice,27.34890827,1925,10.7,0.00038811,2,two
though,28.04368927,1926,12.2,0.00025543,1,one
she,28.13459527,1927,13.1,0.0013024,2,two
very,28.35046327,1928,13.28,0.001403,1,one
seldom,28.67372827,1929,8.4,0.0026029,2,two
followed,29.14066727,1930,10.34,0.00052078,1,one
it,29.57962927,1931,15.37,0.00035073,9,three+
and,30.36189227,1932,16.19,0.00087842,1,one
sometimes,30.50952927,1933,11.32,5.4953E-07,2,two
she,31.09223227,1934,13.1,0.00040693,2,two
scolded,31.20863927,1935,5.37,0.0018683,1,one
herself,31.67889927,1936,9.88,0.000092924,2,two
so,32.12189227,1937,14.05,0.00063104,1,one
severely,32.44382327,1938,8.65,0.00037793,2,two
as,33.13957927,1939,14.79,0.0003642,1,one
to,33.30719827,1940,16.35,9.1371E-07,1,one
bring,33.41495327,1941,10.94,1.1351E-06,1,one
tears,33.67835427,1942,9.14,6.3567E-07,2,two
into,34.09880627,1943,13.24,0.0029515,1,one
her,34.31291227,1944,13.3,0.000045524,1,one
eyes,34.54251427,1945,10.97,0.018906,11,three+
she,35.46230027,1946,16.19,4.5943E-06,2,two
once,35.62991927,1947,12.15,7.6942E-07,2,two
remembered,35.98910327,1949,8.81,0.00011415,1,one
trying,36.43209627,1950,11.98,0.010942,1,one
to,36.74338827,1951,16.35,0.0054332,1,one
box,36.82719827,1952,12.05,0.00082046,3,three+
her,37.29413727,1953,13.3,0.00005311,1,one
own,37.40227927,1954,12.56,0.0061392,1,one
ears,37.64134727,1955,9.41,0.0012305,2,two
for,38.03645027,1956,15.42,0.0019421,1,one
having,38.14420527,1957,12.03,0.0006618,1,one
cheated,38.44352427,1958,7.34,1.6558E-07,1,one
herself,38.86029927,1959,9.88,2.3469E-07,2,two
in,39.36028127,1960,15.9,2.9737E-06,1,one
a,39.47716127,1961,16.18,5.7097E-07,1,one
game,39.53304827,1962,12.19,0.000010982,2,two
of,39.81697627,1963,16.21,0.0027787,1,one
croquet,39.95209627,1964,4.53,0.014003,14,three+
she,40.41903527,1965,13.1,0.0039243,2,two
was,40.62257227,1966,14.56,0.010249,1,one
playing,40.81413727,1967,11.2,0.014819,1,one
against,41.15605227,1968,12.06,0.01003,1,one
herself,41.62828627,1969,9.88,0.0029112,7,three+
for,42.80162027,1970,15.42,0.00062071,1,one
this,42.93332027,1971,14.99,0.0024412,1,one
curious,43.19672227,1972,9.92,0.018472,1,one
child,43.73549727,1973,11.08,0.0045138,2,two
was,44.15454527,1974,14.56,0.01205,1,one
fond,44.42991927,1976,8.32,0.0033118,1,one
of,44.78418927,1977,16.21,0.00084257,1,one
pretending,44.92080327,1978,8,0.0094401,1,one
to,45.44760627,1979,16.35,0.000023214,1,one
be,45.53141627,1980,14.95,0.0061237,1,one
two,45.73495327,1981,13.03,0.0014833,1,one
people,45.96243627,1982,13.55,0.0024043,12,three+
But,47.53087127,1983,14.57,0.020582,1,one
it,47.61445627,1984,15.37,0.001202,2,two
s,47.73785527,1985,15.68,0.022689,1,one
no,47.87808227,1986,13.96,0.000065408,1,one
use,48.21969227,1987,13.43,0.0080327,2,two
now,48.56600027,1988,13.3,0.011516,2,two
thought,49.42094927,1989,12.07,0.024271,1,one
poor,49.59019127,1990,10.89,0.013791,1,one
Alice,49.92542927,1991,8.65,0.013357,2,two
to,50.31621827,1992,16.35,0.023075,1,one
pretend,50.44025927,1993,8.89,0.0063992,1,one
to,50.87127927,1994,16.35,0.012684,1,one
be,50.94311627,1995,14.95,0.0010544,1,one
two,51.15862627,1996,13.03,0.00008107,1,one
people,51.42202827,1997,13.55,0.0020488,13,three+
Why,51.84107527,1998,12.8,0.01422,3,three+
there,52.37985127,1999,14.09,8.1166E-07,2,two
s,52.51428327,2000,15.68,4.1324E-07,1,one
hardly,52.65522527,2001,9.98,0.000003505,1,one
enough,53.05558027,2002,12.16,0.0092888,1,one
of,53.42148427,2003,16.21,0.010913,1,one
me,53.64896727,2004,14.08,0.0015577,4,three+
to,53.79717427,2006,16.35,6.9111E-07,1,one
make,53.89024527,2007,13.16,1.8573E-07,1,one
one,54.21168827,2008,14.17,0.015813,1,one
respectable,54.51732527,2009,7.59,0.0016499,1,one
person,55.33114927,2010,12.03,0.014189,8,three+
Soon,0.229476225,2011,11.41,2.0049E-07,2,two
her,0.504358225,2012,13.3,3.5927E-09,1,one
eye,0.658032225,2013,10.62,4.1204E-09,2,two
fell,0.974924225,2014,9.73,3.841E-09,1,one
on,1.266236225,2015,15.08,4.2577E-09,1,one
a,1.441863225,2016,16.18,4.2526E-09,1,one
little,1.515146225,2017,12.57,3.8722E-09,1,one
glass,1.801046225,2018,9.94,3.8089E-09,1,one
box,2.220094225,2019,12.05,3.8785E-09,2,two
that,2.687033225,2020,15.48,3.8494E-09,2,two
was,2.794788225,2021,14.56,3.6713E-09,1,one
lying,2.926489225,2022,9.61,4.1103E-09,1,one
under,3.293501225,2023,12.43,3.9566E-09,1,one
the,3.561046225,2024,16.96,4.1652E-09,1,one
table,3.644856225,2025,10.93,3.7595E-09,12,three+
she,4.698461225,2026,13.1,3.7409E-09,2,two
opened,4.925944225,2027,10.09,3.7198E-09,1,one
it,5.309074225,2028,15.37,3.781E-09,4,three+
and,5.883767225,2029,16.19,3.7223E-09,1,one
found,6.135196225,2030,12.21,3.7565E-09,1,one
in,6.460615225,2031,15.9,3.8021E-09,1,one
it,6.605632225,2032,15.37,3.8249E-09,3,three+
a,6.759306225,2033,16.18,3.6451E-09,1,one
very,6.841591225,2034,13.28,3.8714E-09,1,one
small,7.215196225,2035,11.98,3.9807E-09,2,two
cake,7.643767225,2036,8.74,3.4492E-09,2,two
on,8.613563225,2037,15.08,4.0635E-09,1,one
which,8.733291225,2038,13.8,3.5737E-09,3,three+
the,9.008665225,2039,16.96,4.0778E-09,1,one
words,9.116421225,2040,11.51,3.6041E-09,2,two
eat,9.686169225,2041,10.48,3.662E-09,1,one
me,9.997846225,2042,14.08,3.8667E-09,8,three+
were,10.76866522,2043,13.41,3.6468E-09,1,one
beautifully,11.02009422,2044,7.79,3.7848E-09,2,two
marked,11.58281522,2045,9.64,3.6024E-09,1,one
in,11.93204022,2046,15.9,3.9647E-09,1,one
currants,12.06623522,2047,4.93,3.9051E-09,8,three+
Well,14.03723722,2048,13.22,3.6569E-09,2,two
I,14.85138722,2049,15.79,3.5927E-09,2,two
ll,14.97902622,2050,14.35,3.6945E-09,1,one
eat,15.12676122,2051,8.15,3.5923E-09,1,one
it,15.36356422,2052,15.37,3.7223E-09,2,two
said,15.84512822,2053,12.77,3.4559E-09,1,one
Alice,16.09655722,2054,8.65,3.6451E-09,5,three+
and,16.51640022,2055,16.19,4.1876E-09,1,one
if,16.62895022,2056,14.65,3.64E-09,1,one
it,16.79561122,2057,15.37,4.1019E-09,2,two
makes,16.92267922,2058,11.81,3.7253E-09,1,one
me,17.18608022,2059,14.08,4.0732E-09,2,two
grow,17.35369922,2060,10.12,4.0808E-09,1,one
larger,17.58482322,2061,10.44,3.7038E-09,2,two
I,18.06009422,2062,15.79,3.3622E-09,2,two
can,18.17982222,2063,14.3,4.18E-09,1,one
reach,18.36185322,2064,10.44,3.8781E-09,1,one
the,18.65873322,2065,16.96,4.1226E-09,1,one
key,18.76648922,2066,11.47,4.0419E-09,6,three+
and,19.66444822,2067,16.19,3.8709E-09,1,one
if,19.79822922,2068,14.65,3.7109E-09,1,one
it,19.92784922,2069,15.37,3.67E-09,2,two
makes,20.05955022,2070,11.81,0.000003347,1,one
me,20.31097822,2071,14.08,0.013455,2,two
grow,20.45465222,2072,10.12,0.0020477,1,one
smaller,20.63520822,2073,10.24,0.0036738,1,one
I,21.61601222,2074,15.79,0.00032623,2,two
can,21.75968622,2075,14.3,0.00073166,1,one
creep,21.96322322,2076,7.49,0.012431,1,one
under,22.27451622,2077,12.43,0.010514,1,one
the,22.50199922,2078,16.96,0.0024556,1,one
door,22.60975422,2079,10.89,0.0068207,23,three+
so,23.48376722,2080,14.05,0.012803,1,one
either,23.69927822,2081,12.17,0.0053012,1,one
way,24.01057022,2082,13.1,0.000041854,1,one
I,24.23805322,2083,15.79,0.0031248,2,two
ll,24.29119422,2084,14.35,0.0019469,1,one
get,24.35778122,2085,13.79,0.0051688,1,one
into,24.52312722,2086,13.24,0.008397,1,one
the,24.77682922,2087,16.96,0.000027485,1,one
garden,24.87261122,2088,9.33,0.0014091,6,three+
and,25.60295122,2089,16.19,0.0053387,1,one
I,25.73520622,2090,15.79,0.000010667,2,two
do,25.88671622,2091,14.12,0.001016,1,one
care,26.04594422,2093,11.56,0.0024691,1,one
which,26.27342722,2094,13.8,0.00512,2,two
happens,26.52874722,2095,10.77,6.7946E-07,9,three+
She,28.09329122,2096,13.1,0.00024601,2,two
ate,28.36866522,2097,8.86,0.00007012,1,one
a,28.62009422,2098,16.18,0.0042073,1,one
little,28.73304122,2099,12.57,0.00079531,1,one
bit,29.23070622,2100,11.98,0.000141,3,three+
and,30.29628522,2101,16.19,0.0027095,1,one
said,30.38440322,2102,12.77,0.0009298,1,one
anxiously,30.59651722,2103,6.62,5.2692E-07,2,two
to,31.20621622,2104,16.35,0.0046157,1,one
herself,31.35759122,2105,9.88,0.0047627,2,two
Which,32.59506022,2106,13.8,0.013458,1,one
way,32.88134922,2107,13.1,0.0010508,2,two
Which,33.90446822,2108,13.8,0.022805,1,one
way,34.20039122,2109,13.1,0.0011516,3,three+
holding,35.41247022,2110,10.1,0.000048766,1,one
her,35.71116122,2111,13.3,2.3548E-06,1,one
hand,35.81574022,2112,11.73,0.00032324,2,two
on,36.16272222,2113,15.08,0.00020562,1,one
the,36.28267922,2114,16.96,0.0034166,1,one
top,36.35451622,2115,11.67,0.004078,2,two
of,36.64186322,2116,16.21,0.000060619,1,one
her,36.71369922,2117,13.3,0.000013588,1,one
head,36.85737322,2118,11.6,0.0013195,1,one
to,37.14472022,2119,16.35,0.0013655,1,one
feel,37.28839322,2120,12,0.00002745,1,one
which,37.62363122,2121,13.8,0.0045309,1,one
way,37.84378222,2122,13.1,0.010273,2,two
it,38.04267922,2123,15.37,0.0016002,2,two
was,38.19832522,2124,14.56,0.00054016,1,one
growing,38.36594422,2125,10.39,2.7108E-07,21,three+
and,39.52730522,2126,16.19,8.5563E-07,1,one
she,39.62012722,2127,13.1,0.00051025,2,two
was,39.79070622,2128,14.56,0.0036812,1,one
quite,39.97029822,2129,11.95,0.015565,1,one
surprised,40.22183822,2130,10.02,0.000054227,1,one
to,40.96404022,2131,16.35,0.010325,1,one
find,41.03587622,2132,12.84,0.0068814,1,one
that,41.34246222,2133,15.48,0.014738,1,one
she,41.45492422,2134,13.1,0.014391,2,two
remained,41.64648922,2135,8.95,0.0030824,1,one
the,42.05356322,2136,16.96,9.2633E-07,1,one
same,42.12540022,2137,12.9,9.2439E-07,1,one
size,42.44866522,2138,11.58,0.00017494,12,three+
to,43.71778122,2139,16.35,0.00011633,1,one
be,43.87342722,2140,14.95,0.0049137,1,one
sure,43.99315522,2141,12.47,0.00053262,5,three+
this,44.34292322,2142,14.99,0.014671,2,two
generally,44.65165922,2145,10.82,0.0026976,2,two
happens,45.22635322,2146,10.77,0.00070812,1,one
when,45.67792422,2147,13.76,0.0032211,2,two
one,45.89682922,2148,14.17,0.0019842,2,two
eats,46.06444822,2149,8.15,0.00002473,1,one
cake,46.32784922,2150,8.74,5.4238E-06,7,three+
