,0,1,2,3,4,5,6,7,8,9
0,0.6666666666666666,,0.6,0.6666666666666666,1.0,0.75,0.4000000000000001,0.625,0.25,0.5
1,0.625,0.5,0.6,0.6,1.0,0.6666666666666666,0.375,0.6363636363636364,0.14285714285714285,0.3333333333333333
2,0.5454545454545454,0.5,0.5,0.40416548999717505,0.8000000000000002,0.5714285714285714,0.3,0.6153846153846154,0.14285714285714285,0.2857142857142857
3,0.5,0.5833333333333334,0.4444444444444444,0.37832290438102023,0.75,0.5714285714285714,0.35714285714285715,0.5714285714285714,0.3076923076923077,0.21428571428571427
4,0.47058823529411764,0.5,0.5384615384615384,0.4348390039827457,0.6153846153846154,0.5789473684210527,0.391304347826087,0.55,0.2857142857142857,0.20000000000000004
5,0.44,0.5,0.5714285714285714,0.43483900398274566,0.5384615384615384,0.55,0.391304347826087,0.5,0.31249999999999994,0.23529411764705882
6,0.48148148148148145,0.45,0.5333333333333333,0.36145181523813763,0.4561715071079346,0.6453623000934205,0.45098535433377934,0.47619047619047616,0.42105263157894735,0.30434782608695654
7,0.48148148148148145,0.45,0.5333333333333333,0.33916145219051014,0.48656541873820935,0.6398971011661215,0.4175790317905364,0.3931048504468501,0.45,0.28856697250125235
8,0.4591634059229043,0.45,0.5789473684210527,0.33840126277435667,0.4610267378373966,0.6480281855703346,0.3910225582694746,0.3943361271527697,0.47619047619047616,0.2765433486470335
9,0.4831304014925387,0.42857142857142855,0.5384615384615384,0.33840126277435667,0.46492406405365694,0.6581307721753198,0.3910225582694746,0.46964269602945324,0.4761904761904762,0.2828533469455113
10,0.5161564793270208,0.4000000000000001,0.519174672921658,0.37509297585773066,0.514924064053657,0.6307086566680148,0.3910225582694746,0.4445327913865292,0.5652173913043479,0.31919272993719133
11,0.529839223630625,0.4090909090909091,0.5107799229330499,0.3330963247851302,0.514924064053657,0.5604077836370566,0.4396656362219202,0.4679650224989368,0.5638502788093253,0.31919272993719133
12,0.5436674817591359,0.43478260869565216,0.5082636067789587,0.397235351741264,0.5653611451276017,0.5813876637200368,0.41523976754292463,0.48452349284624774,0.5761882453522061,0.34452977432113824
13,0.5281341251374464,0.4166666666666667,0.5602934033640972,0.3825229313064024,0.5653611451276017,0.5652871892477306,0.41523976754292463,0.4903026423047103,0.5761882453522061,0.37901253294182796
14,0.556705553708875,0.46153846153846156,0.5531882822886236,0.3825229313064024,0.5653611451276017,0.575774721394517,0.4147199109750407,0.4903026423047103,0.5681482242660763,0.37901253294182796
15,0.556705553708875,0.4000000000000001,0.5606110285894742,0.3688613980454594,0.5653611451276017,0.5755661359254339,0.41471991097504074,0.48011937692356005,0.5596891024632628,0.37901253294182785
16,0.556705553708875,0.3948487575290377,0.5606110285894742,0.37789602248276144,0.5560238386808015,0.5892307879457387,0.43029193025247253,0.5008715951537848,0.5599246870032467,0.39971211517710026
17,0.556705553708875,0.41726176650944374,0.5582515622841728,0.3901248617558341,0.5495573533743586,0.5834739629169814,0.44844514314974826,0.5473833101728045,0.5008131301046098,0.41352567574876925
18,0.5582641836245057,0.4590812048847554,0.5790836456657944,0.40336230494717146,0.5649340545844698,0.551670628633628,0.4638545692788509,0.5698887763430085,0.5008131301046098,0.4396821431731717
19,0.5582641836245057,0.4951424578924384,0.5937487535536705,0.38046523434128016,0.5649340545844698,0.5493377817014994,0.47760188801529063,0.5234790315031395,0.4760633564568098,0.43029842465789186
20,0.5582641836245057,0.5235198599398024,0.6006950516093933,0.41396620966801834,0.5932900918663829,0.5511777874996285,0.46385456927885094,0.5229210284020943,0.4760633564568098,0.4587787634161171
21,0.5530673648912112,0.5433341417137011,0.6121037644205535,0.41415697229812337,0.5932900918663829,0.5511777874996285,0.46385456927885094,0.5229210284020943,0.5219039971449714,0.47172735275269106
22,0.5711396855864446,0.5258020404380899,0.5953637484677439,0.40389201334518576,0.5932900918663829,0.5703199242956092,0.48015513532443244,0.5101668569776531,0.5223343744581734,0.494011104845103
23,0.5706563415865848,0.5258020404380899,0.590099104348563,0.43532153859927103,0.588149527327957,0.5697820990433117,0.48015513532443244,0.5112419668996143,0.5223343744581734,0.5191830904948427
24,0.5948759177039805,0.5563954571840196,0.590099104348563,0.4408525161839291,0.5612765836395186,0.5857500832091983,0.5076076093637969,0.5112419668996143,0.516583145460974,0.5196995651141232
25,0.5948759177039805,0.5563954571840196,0.590099104348563,0.4408525161839291,0.5442682023171089,0.5865352933757235,0.5038390100438451,0.5464606936274236,0.561535171356096,0.519035873202068
