,0,1,2,3,4,5,6,7,8,9
0,0.0769800358919501,0.07453559924999299,0.07637626158259733,0.07576767609436587,0.07637626158259733,0.07817359599705716,0.07576767609436587,0.0775791113542719,0.07515416254704824,0.07515416254704824
1,0.0775791113542719,0.07637626158259733,0.07637626158259733,0.07637626158259733,0.0769800358919501,0.07934920476158722,0.07637626158259733,0.07876359377087681,0.07515416254704824,0.07576767609436587
2,0.07817359599705716,0.0775791113542719,0.0769800358919501,0.07601424954503314,0.0769800358919501,0.07934920476158722,0.07637626158259733,0.07934920476158722,0.07515416254704824,0.07576767609436587
3,0.07876359377087681,0.07876359377087681,0.0769800358919501,0.07598358585316291,0.07817359599705716,0.07934920476158722,0.0775791113542719,0.07934920476158722,0.0769800358919501,0.07637626158259733
4,0.07934920476158722,0.07934920476158722,0.07876359377087681,0.07659045574807327,0.07934920476158722,0.0810806639962579,0.07906138383022947,0.0810806639962579,0.07607309474167492,0.07637626158259733
5,0.0810806639962579,0.07934920476158722,0.07934920476158722,0.07659045574807327,0.07876359377087681,0.0810806639962579,0.07906138383022947,0.08050764858994133,0.07667925623118968,0.0769800358919501
6,0.08221471437193746,0.07993052538854532,0.07934920476158722,0.07719255472058276,0.07752851342219691,0.08172593238493875,0.07909294998075257,0.08050764858994133,0.07846965091005707,0.07876359377087681
7,0.08221471437193746,0.07993052538854532,0.07934920476158722,0.07778999355240207,0.07744620725871457,0.08003260676365269,0.07909294998075257,0.0782616317567944,0.07905743928650112,0.07814005739608544
8,0.081467435483405,0.07993052538854532,0.0810806639962579,0.07838287880318857,0.07804170430835275,0.07973737088115712,0.07762546079420081,0.079435937650545,0.07964088961790548,0.07814005739608544
9,0.08105918119608163,0.07993052538854532,0.08108470862845527,0.07838287880318857,0.07863269169973107,0.08006345321728107,0.07762546079420081,0.08170508244656088,0.07876651706914117,0.07873030650553901
10,0.08163803676140616,0.07934920476158722,0.07949857271869416,0.07821835007625186,0.07921927036105261,0.08006345321728107,0.07762546079420081,0.08097818181215899,0.08051050856242982,0.07876416906521716
11,0.08276445028780104,0.07993052538854532,0.07907223137249625,0.07754377818329374,0.07921927036105261,0.07995541710800094,0.07997551208890367,0.0813659244943606,0.07974898256497392,0.07876416906521716
12,0.08332194683295921,0.08050764858994132,0.07878957812078576,0.07931466013744017,0.08076951177514159,0.07994847533017706,0.07997551208890367,0.08249605356625961,0.08090170211641842,0.07885236435368816
13,0.08332194683295921,0.08050764858994132,0.0809168576316119,0.0785547893394709,0.08076951177514159,0.07941325086152991,0.07997551208890367,0.08218851109353209,0.08090170211641842,0.0794373209314072
14,0.08387573794982119,0.08164965809277261,0.07937541575477629,0.0785547893394709,0.08076951177514159,0.08057077384251356,0.08002405167795335,0.08218851109353209,0.07983157686434016,0.0794373209314072
15,0.08387573794982119,0.08050764858994132,0.0776739175363444,0.0785547893394709,0.08076951177514159,0.08057766200924389,0.07915164506989364,0.08157718608258795,0.07958129486590058,0.07857211858258836
16,0.08387573794982119,0.0803235590323098,0.0776739175363444,0.07910848928518799,0.08190787030304182,0.08096132044741917,0.07904723308121851,0.08170932947876826,0.07898446042062385,0.07915914609916483
17,0.08387573794982119,0.08089787839127519,0.07767667516612817,0.07825805502625281,0.08167741050015848,0.08153114742957004,0.07926385628999744,0.08226903752282065,0.07620522607671704,0.07897551533158727
18,0.0837848847705668,0.08112003842241229,0.07646784752015649,0.07834118475664115,0.0813851054006907,0.07967589345649133,0.0788175948150036,0.08134449448886119,0.07620522607671704,0.07886583720396775
19,0.0837848847705668,0.08225354593474273,0.07638978788720963,0.0782357783444254,0.0813851054006907,0.08031765373390017,0.07925996286247228,0.07992962890135073,0.07572285081507749,0.07945069458774627
